sk_d_disciplina,cod_Disciplina,disciplina
f0e25d1aacbc914e5bcb8515d91d0f756b8a940d14286d5f9bced62852ad49f1,LEG410,Inglês VIII
0bc3a4eff234543556672c4a81b18eee4e2f9a923d29927f92cdd5430fd0c40d,LEV607,Metod Pesq Letr Vernaculas II
e8ff3dfbfb6d1478483ffa0f193ed3b94c8570683a7a37aa5865732661d2db77,LEWX31,Literatura e Outras Artes
1cf050a5c3c8bf0b9ab868fbd357ec2691d975e06a9cf5393d5d701ca7cf8d23,EDDU27,Pr Ens Port- Ing Estágio Sup
f2be30baab31138b370504a0573833e4224604e2b2d9f141580d13d0a42766c1,LEG330,Poesia em Língua Inglesa
44bcb53e2877a29641010c7bcfa70074b4478e45e1f311684223d63dad2307dd,LEG401,Ingles VII
06ffe5c398723bf496898f685448973bbd7a1ddaf4d19f9bae8e1c612a71aa3e,LEV489,Ensino Português: Ling Materna
1de27c82c068cfe2ec63c6a6666a6d621e76fab8fefec1cfd087b9d2851a9849,LEV608,Sem Est Letr Vernaculas I
1f5adf5ee2f538c9174aa52d66051d0d509a6155cd7be4ac482d47fdd20b41f1,LEG422,Drama em Língua Inglesa
51d0e3dcbbcd121a9d3e6c814ffeaa6da52dfa99ed9d421c8ba22b51f0bcc14b,LEV400,Semântica da Língua Portuguesa
b63cad2eefdd5298c583708889c81360f12a8488b48fb435b7fdd25bc920f3a5,LEV609,Sem Est Letr Vernaculas II
880d6a4c3f50e8351ea30a376fd75711aa086ca3c10dd2640f9e37c46ea46d90,LEWK01,Monografia
c9ec8f201b19f816eadb505a39b0ece25dce945f1f185f667ee7204ac97e6dd0,LEWX01,Atividades Complementares
2acd6e1f031dc3d4e604477c238eaf4d1e02dcbed4e6fc0f98074331d2df067f,NCG013,Redes Neurais Sem Peso
86f129a2676e58473189dd1d76fee04d217194e785f84db45057f00959bbaa59,MAD479,Topicos de Estatistica A
a94cb15361fb5a76936ae8b60d3a00f89e750c0588d7a339a6ebcf3869efb903,MAD487,Topicos de Estatistica B
6122322326dd61efd435e08a19798054afb29abb96aa7165eb34f84e29fbcbff,MAD499,Topicos em Estatistica C
669694fb23e8444497df414b214bf1c8301bec9dde62ae1ee1f0842fb99369f3,MADX01,Projeto Final em Estatistica
e87305a54f4ce3f26c8df7b4e7e1a4e8d0e3a74a38bcae0af2de499c20206840,GPD110,Cálculo para Gestão Pública
0b2ff0b7b20b8f2f20d33ebfc718807e345a30dda611948cf0b8cdc389d9ffaf,ACA007,Comunicação Social
a189864d6826949e6bac0c414858e505bc86bd682d2b10cd7324761d729f9bac,ACA117,Fund Teorias da Administração
ad2cd35edfcf309736ddbf1b56436ca75286e9a961b1b1cb3f9cbc42c3160afc,IUF100,Instituições Jurídicas
43738bdea6375dc03b29d578307c0c52939fcefdddb1bde748a1664e2c225403,PRU110,Ciências Soc Gestão Pública I
266909840c6361f43a0287d4e62110ab5f6ba0a8330dd6185c1ae7655a37fc8a,ACC100,Met Quant Aplic à Gestão I
910e739ba1fcba044bcc079fa83940b686494ff66d306ccbcb2e1f50169154df,ACC124,Fundamentos da Contabilidade
ea107b8b7635586653a7667c3c4593bbdb3984dd0de5520b7783e50cd092c890,FCP120,Ciências Soc Gestão Pública II
c22d4d5d8a9b5ee4cce13fef4420400053904c38aafec2942671bc498bb902bc,GPD121,Administração Pública
922bd6007061a73f88900cafff237a118905fda3b47b9786c852358d71822bb6,IUS122,Direito Constitucional Adminis
7bb9b5f1cbe860ef8575cbf1dddf1dd69ee4d02b61c9ce95b942563510049a65,PRU121,Teor Instr Planej Urb Regional
cbd878d9381a0e34c0f88972ea30260d6ee26493ca445d05c3cc4b55fcf2f714,ACC243,Gestão Orçamentária
ebf8c2ac432e748f1c883e66b8752854d3e6360afb447fdcfe7524499c981353,GPD230,Oficina de Gpdes I
1ca5a204d49c993d948ad33a3088253947b61af18bea53b9b2e84f6e34b47cf4,GPD232,Estatísticas Econôm e Sociais
5e508dd08bbc3d88b9ab68f0bfa1a24b28fcf5ae9dcbe5178bbff834edf9810b,IEE235,Teoria do Desenvol Econômico
cf7aea262790218d81433d3416622406445c0904454789b759c4a4dbb0db2b31,IUS356,Direito Administrativo I
663eb23c3f1ef75c581cdfb762a2dbfeb6cd8ae696029c51d9cdaf3ee1594343,NEI230,Inst Econômicas Internacionais
4dd015de2b7ac070679075bf00837fc5bf784d68e35818742e9dc392753c9cf9,PRU230,Economia Polít da Urbanização
ea01ac19ae096b7e3a759b6a577607d7982a887f42aae69676e5f9758997dab8,PRU231,Formação Econ Soc Brasileira
99ad933f07e635b9d40ca34aaf475f6fd6f879b06f69a8915c3653805cf20cd6,ACC234,Contabilidade de Inst Públicas
5938287d5bb3aca56d37655e5e4ae17258d8e5af2aa506bf431aca943cbc89a6,FCP241,Estado no Brasil
94fd3e602e04d236e443844b385dba8f86514227e38cac7cdfb921d420fab68f,GPD002,Oficina de Gpdes III
33fb5671f96dae86efb7b6e44d5632553f745339edbfc9f9db2bd51ed5816ac7,PRU240,Política e Planej Ambiental
7a6320226387d3fa485a0622017a32fac6fc8d49798a03006545a25868ef7ea3,FCP352,Hist Admin Pública no Brasil
0cde794db3834d4158fcb8c8a7d6f0f487f1b55d3f4f938a27b6d49a0c0247ae,GPD353,Elaboração Avaliação Projeto
6e9fe39249ad1c11f9f9fa5451da80e27c3d53b98a464dfbab19fa6e17d9f50b,IEE311,Economia Brasileira
d00c34eef6c80a030a904cdcfaafafe2ae1ceb4b30ba8b303bf723ca666d1915,PRU350,Estado Org Territorial Brasil
a5ae43e16eb5434fd7d75baebd5b643f27cdbc0343f93b73935d2f5f4aaaf4d3,PRU352,Ética do Setor Público
0c0486cc89793684a5bddcee20e574df088c7ba2d5206cae36bb357a7e0830ba,ACC612,Orçamento Governamental
44a464f9042fdc9a85345b0c6bfee46dcac82a40a0b3fab5944588e8e013b456,IUS236,Direitos Humanos Gpdes
205360453a6890da7ee3f01da25d4e59f26bddb57701591e6c719a0c9f2cee8f,PRU002,Planejamento e Desenvol Local
c843ef12dda9b9660d80f50b8629e2d653811b3fabc0af1cc0c5d811840630ea,PRU005,Economia Urbana e Regional
44f682928eb2041b09bcec21bdb32a79d78c11e642176d50d602ae8cf9b89b90,PRU242,Políticas Sociais
295b5bdd9e21cf8ab79a80d5a6602d9765ff8d6621a5286cf423207dd3154b52,ACA009,Procedimentos Administrativos
c42b61f21d985a3e0768a8ed20354c070744cb82229e0bb197dc0ec786bc343b,ACC013,Auditoria e Controle
b695e89c8b7d0c514ba783f2d38f0655209a3093eeff90eacb88b1aea3785c6c,IUE512,Introd Direito Tributário
9f412dbf3dff09a52750d631d89b76f6d5aa55e248ab7b6f78f812562204f19c,NEI240,Inst Jurídicas Internacionais
e823a628ce1b61873d76056063689b3ce68544c4fa470f949cd9641325f6c67b,ACC014,Análise Relatórios Financeiros
8c10a7728955d432f8b3638717e7da5b4465428887ca266b56f1fb2bb055cec9,NID102,Gestão Participativa
dff498e394d7e54a5db81c66d2eb215a86efa08548e1c407fb87c690b3fd9c43,PRU470,Metodol Cient Tecn Pesquisa
dbe717b1f707f3175cb54511197ecba9af3cb1c76eeeb826c757694ea5358804,PRU111,Teorias do Planejamento
a70a34bcb02d3e442885383ed5df987e72f52a5617e4edbb7765ac51fe8abd87,GPD043,Tópicos Especiais III
3e1583d6e10d7e0b80744f7d85d2c28e9b2e03cebfe4a55d5c6178a8c3fb738e,GPD044,Tópicos Especiais IV
56e18a44ab82ddee429d87a178a55dc06ea641dc5e40bdde18d000788cc7290a,GPDK01,Trabalho de Conclusão de Curso
0d022ceb80f5aa09d7883ac2fe9183ea474fd5c3f3785e2cc0629f9da0170a3c,GPDU01,Estágio Supervisionado
e93519d5b5621b58af459a960078427a74610e0c2be49b6e52b6979ea3aa9cbe,GPDX01,Atividades Complementares
fda4e3e03c9959e57ece6833bd5d16a0746f66b116d6489e1f6effed15689507,MAB004,Aprendizado de Máquina
cddc361ae03298fc37b5e0defe1413360846541447619885e645e032fd81ec59,ICPX03,Monitoria I
049768872078edd625abaebaa8bfaee122a1df50521b25434f0ec85865639e19,LEG013,Ingles Instrumental I
7eafbbc7cb048c0f419240eaf6eb1adf32fa48af0661549fc32aaacdd52e450f,COS610,Reutilização de Software
527a23a659082eaa1be3caa0e6f0d75621b5ff16d0712caf5bc85d4348af3eb8,NCG003,Gestão de Equipes Projetos Ti
8b2c8d5b77839b815ee4c10f10b4b0e719005ccfd05dc47b858cc514306995de,NCG010,Conectando Redes
347e1418b4bf188ffba82d01629d620f12c9537e8df806d4f4529d13aebc42a4,IEEX01,Atividade Complementar
f48d46d4c655f23d2efec585db51e7ae78975f6df378d1796048c4002a077418,FCP119,Introdução às Ciências Sociais
1a8146eadbe043bcbe7582d1c240903e3443e545dc76947c1cac20fce41dade9,IEE508,Economia Brasileira III
647aa476e835c3b814f43166faeb58a35e7d89073f8c555f5d09bb8361b549c0,MAB001,Tópicos Esp em Comp Gráfica II
9ab09468fb523f71eda8d89906a1d1f637ac0410d2c116ee9d97c4cce5f5828e,CMT006,Oficina Trab Extensão I
c20e700c7a320acc38f646ee487caa419d2f6939bb1af40a1ce47210dfbc0e21,IGG371,Sociedade e Natureza
f388079791c2bd6df3c67d2d63e31f96dd80793d77d9920171cfb8e4b9cb8657,IGG514,Gestão Ambiental
9126aad875a4845a2ccc43aa9416a4af75e0b9fa4af59bd8c6de17c29aafc5f5,CMT007,Oficina Trab Extensão II
60505a239938f8447072c5d46307648b9120426dda0623d44fba8aa92ba711a7,CMT008,Oficina Trab Extensão III
18190ae20cd0d0421d0ae89ca3a18be39b404a3c84d2fe73fa7148129693e392,IGG234,Metodologia Cientifica
c56f28d54f5ca641f8adaff3b46b991aeadd82a93c4cb3533efeba9d4a05689f,CMTX01,Trab Final em Ativ Extracurric
7421508c56eed5c1a876057ceb3f463785966e27228978875dc1977287ddf957,EEL881,Teoria da Computacao
c914842d64e7e27559b9671d5dd18a113571c0afbd2bf30a414e55d1b2079a8e,IGT110,Introd Ciências Atmosféricas
a1bf55e8f86c5384eba3d1dccf5e04f9749f785503076e388883870e8df41f33,NCG011,Acessando a Mente e o Espaço
f07f799d5b7b046b3fe8138b6ba632465b84dc9e385a040b01068d1d176c49bf,IHI039,Lingua Estrang Instrumental
feddc963d728bbf80f3ff222c7aee62d0d75bde54709bc3bcff26d5c57746295,NCG002,Introdução à Programação I
2bbee41d4f6b2635f2f8854ff3c3d85f485a844e2ae186db8def75038341b157,MCG114,Programação Computacional I
0b9f7a9920bbcdd34e7ae3f774a15f8898b5ec97a7e88cd574ecf1efcd49d719,MCG115,Difer Integ Funç Uni-variável
1f70a8e114297d7925003440816b19e01c9f7004918ff06bc7de1d7c211ee69a,MCG123,Difer Funções Multi-variáveis
acd323d33210f89277bbf9cc5373a4b3a8fe868820f8330e84b38e6bb4eba13a,MCG126,Programação Computacional II
6f2dfa11a241190627589bde5faf7cc227a296a6850e803d6bd4e85f5ed80929,MCG234,Integr Funções Multi-variáveis
09e8c79cf817f6d8ffaa61196296002def70c04688c1e9a8c8e231c947302cab,MCG241,Sistemas de Informação
ddced85ba02b6ad9d64f67cebfd8e271341cb0d3c0943b1940d707b65a566767,MCG352,Matemática Discreta
23d0c1741a1a8112766d0871ce5db4e43369970bfdbe9c54c439af5ce035e20e,MCG111,Ecologia - o Sistema Terra
e644d6bdbdd44744f412649c0b39ef60d2bf5f22b711152d1c41dec2c5d1d6c1,MCG112,Mecânica Clássica
cfa34bf0fc3c0655fa0a911a7c05790b8473367e84b4899be516d981eacb7b3d,MCG116,Química Geral
625d9d5bceafbeca85c2c3dfbd8e2260ee7ca4976827e6d4b9c98a2cee6b800d,MCG120,Sist Equ Linear e Não-lineares
f0c2279d3503ae6dc0ff5418f6e0be7dc8aa478114221da040b6c41776d6cd90,MCG121,Algorítmos e Estrutut de Dados
dbbdff2a8f063daceb37b619af58e320909c16a7017a883320b402eb99f581c2,MCG242,Equações Diferenciais Parciais
e7452e9a44e93798414685949be14b750829008dad0f9b8ffe2f297ea59ff3a1,FAR116,Geometria Descritiva I
1b6b205bb9141bc508ef9c5d3ae6dc2cf7a07a4c48d55042245fa950118ae8e3,FAR112,Concep Forma Arquitetônica I
07c95699f7a389ef18ad2ac124e22b28bdcac47c4d87ea998f22a4cb61616ac5,FAR126,Geometria Descritiva II
0f458969a0bda4ff9040f45f2eb40f128d3d47dbcaaca1ddf27b596ff2e87efb,FAE110,Modelagem Sistemas Estruturais
ff1009507dbd2d7c3282cdc3d95bf1c65c57001008ac36c4b67dce3892c47b2b,FAH110,História Arquitetura Artes I
089a7578fe0b125fd1feca3531543212e6bea932b85514ebb6302c691d57c72e,FAH244,Estudos Sociais
3e96d78c95970729b8018beaeae3484fccb5d2272655d40fe1d0d6927cd159e9,FAR127,Desenho de Arquitetura
e58bcbd63539f8850ae930fcf001cdce81cb3944261c663166bac0f861aea48c,FAU110,Hist das Teorias Urbanismo I
80a592a4baec5d2193ee063fed0313f66ac1e763b5b6953be6bb882f857e7552,FAE125,Isostática
4c7bbe3b7122b51db50bb971694ea7769c5200adf2d0c33bf36a1cf36684a58b,FAR232,Perspectiva
9c719f2cbc0476728a824d1996dc65b920e83057ce5182016d350ecc40109ee5,FAT230,Topografia
3a2ea871cb4ca59bd99cb4251c44e0e2010b6cd531c05655719485107bbdd9a0,FAU232,Hist Teorias do Urbanismo II
c4bf3df5df34200b3a0c4bae84a75789833bfbc8c7674bc9f858abd07d467287,FAH123,História Arquitetura Arte II
c961d98cc591bb4cfebb66f6932d118453f466a345c33c4597f77c03399bb854,FAR117,Desenho de Observação I
a7665fa233378e73d06cda5ed07b79d01c8d99b400edb46b3c51c50966acf320,FAE238,Resistência dos Materiais
b1c2ea8aa17f8f41e3fcdd2b3d8331345c90a9d1b04fce03e3ee3299f5bb271d,FAR128,Desenho de Observação II
1f89b62d2ec9a2dcaa39782763af42dc9372e78e7c629883d2fcd3bc2ffe9eef,FAT240,Processos Construtivos I
4b101bf204ca12839bc70568420fc9a235fa0a6470e10faab050efbbe1ea966b,FAT231,Conforto Ambiental I
e86622bbbdd481eb1b27d6dc2122a0bcae9f6d54aaffc9d95a7b72c6c3610924,BAH107,História da Arte
610e56d79ba0298c673b502947ec7b773865cc7dab922220a002a36efc14560b,EEG105,Sistemas Projetivos
db3eec900d20940d02520fc94de135ee7a952257e666d955eff0e22306a2a798,IEEZ60,Introdução à Extensão
fed05612c4ef884185549f97f5ca6a415297b11d8e821e0b86ac34d60cb8f39f,EFF241,Introdução à Bioestatística
a3b94acfe2f5859420c74b0920e7c77af2fbd5a056d4e47e557b080903148d17,ICP465,Tóp Esp Informática Sociedade
cc250acd7cb55e0a610311327f28dbf1996b2dfed12deaccac11762a05087e58,ICP606,Tóp Esp em Programação
e26b3d5749d78af345dc2ffbaa3cd15af497d37ecf1057183c6017602d0896d5,ICP616,Interface Humano-computador
5dd004681afcba73baa61643c5621e63ff09a434db42683cafb57b61ddc477b5,ICP609,Tóp Esp Banco de Dados
c0304bca3614ee5bd5557c244c2957ba7b30b2ff44f77ecc18c90b379b14138f,LEO185,Japones II
a126a606e091b51a03e9c75e4fc15123734c27c3a5a5a3d1703c1ec2ee3ac892,LEO282,Japones III
41efd7dcaf35a43e19030cc20ea06ac9cf7ecf1a93d6dbe75b94806ca98c3998,LEO294,Cult e Civilização Japonesa I
76d759259d78a3ca6928a5f2fa18731fd70814a8a5e700cac8fc2ebfed5e6ff6,LEO286,Japones IV
dd6b438d031a7c8a6c3fee940caf91d069941708b0dd05b03847435d0fd07a1e,LEO292,Cult e Civilização Japonesa II
af796742a71d50e291865f1c556825aaf4464b848d40467028c337c78ace19f8,LEO293,Linguística Língua Japonesa
20c4d8343b0e431693ae02dd42aed72cb8889a488a9ba82bc22687d837db31a1,LEO291,Literatura Japonesa I
c849c5100eacf6966785ae16002910e3045b9f2cb9d28cc117d13853b6f68474,LEO386,Japones V
17503a1dfbcf59fa19d62539789a0ecaacb9f7b93d73cd53af3c77bf5ab4673c,LEO503,Inic Pesq Letr Orient Eslav I
c724bcd33b235065599086bfd2335320cbd04a5175a5e3f309a1c7d045d79ee5,LEO505,Metod Pesq Letr Orien Eslav I
df5d675feb7efd4bbe4729c2e4851349c8e4033436ff672511ba20c8a2f4befd,LEO387,Japones VI
80c1c5b49ecdb705f72de8153ff91b0ad94c5257e5da84cb8e6f667d5fa45b79,LEO390,Literatura Japonesa II
4c4d47e10386e40a39d4e97c1aa0b99977363b3c26692ddf0f967c78124b4ab7,LEO506,Metod Pesq Letr Orien Eslav II
aa6bf79400a0534562ca012b1c4ca941bbbb80b45172c4a3b3e863f9cd4e5d08,LEO391,Literatura Japonesa III
f589ab32f6559878e333fce4db9f0291bd321cebda5d35bd5ffd30628d432cba,LEO481,Japones VII
b52a6ec127a856ddaf063a229a5b62ab9f193894d60cac2eaf5cb03b735eb386,LEO484,Pesquisa em Língua Japonesa
f42f13de452ffb19b139c143cc3f69f5015a2d5b967fb9eb21ecd62e7056affa,LEO490,Literatura Japonesa IV
ff717e83bf3f0283e78e841b6c449508bc6dd311e31fdc63057e8530857e2141,LEWX24,Produção de Texto em Japonês
c8515be449108beb6fe72a95e29cc3fa5bc2b14ec5f6aaf684e0038a67cec374,LEL230,Teoria Literária III
d8c0035741217b3858eb3212297bbac4159aed391aa92591e42bd98274f8bb1e,LEV488,Pesquisa em Língua Portuguesa
5d3749a42a6c7cd7401239c3b9762354a5b150735d7781ead9446ae98f121d3f,MAW117,Introdução ao Cálculo
f20edc570c16d78b9c66317a217b73917527d9145944f3fc126b625ea389ae0a,CMT012,Introdução à Programação C/c++
ea56887cc741dcaebc365241904e156c2e5dea8b480a0cafd2a5a0add8b782c3,IGT008,Fund de Mat e Fís Meteorologia
b8d1bbd26422ae266b3f0feed18014b797c29ec8ca97f76dc898c2611a35a297,IGT114,Observação Atmosférica
364aa53fa7b9b41d9f7c31772b7571a1554f90a7d20b7cb1eb72652ec219bdf4,IGT012,Acomp Discussão Tempo A.
7754edfc77ff06399946c55d8481dce02fe8d686c24d48895bbe493a64912626,IGT603,Poluição do ar
8d83f6a8cd2c719f918625535919de93846fde16442416182bfac16c2b3a4520,IGT607,Variabil e Mudanças Climáticas
6673b8009cce41411711dced563d788e098ec243bfd0c4967b81990cc4aa1050,IGT123,Climatologia
e6b34c8d1112113b6c2e8cbd588bc4e2626bd44331e4223fb873f238ffeb9f80,IGT231,Metodos Estat Aplic Meteor I
b3cf6f23212df2ef217efb224602a58668ebae5ce1ea199744799b93e8dce287,EEW215,Tóp Esp História da Engenharia
c0a22a7c7b0d65f7703be5d43b07d23b584748ada1449dfbbfa78c6ab7524dd1,IUF313,Direito e Sociedade
156c45a919ebb8db07ce2f386e22902a581b24f25c50a677048cc9ff1172610d,EEW210,Introdução à Engenharia
63f0c7d669f897d432e0067ceed004da5adfe12ace88fe33a028e9e1a2a34a1e,MAB114,Computação I Ep
2e1bd27bc65da8d9156b0327a423f9d21c42e1b33d548737c60742e0c12e0571,EEE385,Eletricidade I
dd75dd60564a46120738767a2e6ea3fd21183e83b9febc1e0bb0289ff0cb31f4,EEG301,Desenho Computacional
6b17dbc56a33f43b66079478222b8d496352916789b7dbe021af66db0eb44fe4,EEA336,Elem de Mecânica das Estrut
df6281509aed4c944bac255823727537e6381f6c56b3abcda389a0fa734ab345,EEG402,Desenho Técnico de Eng Civil.
92ebe87292b6851105ea022b0df591979cc76e5d45055b3f16f31803d404c6e0,EEH303,Mecânica dos Fluidos
6d8bc8e72d44e0d8be22c3a782a4448b44e4764a724837c3c259f66636609a18,EEA331,Resistencia dos Materiais I
d710ae725180b22f84f9ae580148b3ac20f75c51c1b661018075bfd623bc3972,EEC316,Geomecânica - A.
693efae2c42b02cdba738102e4dbfce2369322246cc4111b7618735a787bbda9,EEC324,Mat de Construção I - A.
effcf2938ab43954ef8338133fe9513cd2ce6a5bb158c2b670467560cae2a7fd,EEC325,Lab Mat de Construção I - A.
d32a851c2ece733f06df77a3aed36eef3890ac508eb6d139659c2a1400586185,EEC328,Sistemas Prediais II
c231d00a2b3c52f98d490ceb64ad59179d917f8de8a71037461c488f5d0e704d,EEH304,Saneamento Ambiental
b03d9f62cfe311950a63ed34d622c810fd073c4ecf38a1cc7f0069baaadb0902,EEH592,Gestão de Projetos
fa9b6307dd71418f6e54db27b890dcae2bf34238e55683047dacfb25cc017cab,EEU240,Introducao a Fisica Moderna
c6e8b7508ab639d3203e7cff4d3ccdbeb5a0c297bccc51ca7f395814ee61ca89,EEC326,Mat de Construção II - A.
25cd8bd168dfc680cd60aada7a0ef6821b60b2e4acf4b51c725189b01954c98d,EEC327,Lab Mat de Construção II - A.
76be50affd38a0b12ffd1ac76eab02c2655d84e78665415e0038f686871da05e,EER321,Topografia
3454f9988d7b91124952b31cf06623ac44c46635e50c69eea1846a5809d94fc7,EEU240,Introdução à Física Moderna
d41e5c30d0d0a0829f21e21d6cffaf82b85659c8e73ec6386bbb95503ff2551e,MAB005,Ética em Computação
38efa7a50edeebed4b73c89a74c0772aa7807a481723d78fa99c3342d0469266,ICP532,Mineração de Dados
2057da3678c1aa16f4d8d625a76746f03722377f9e340101fe6c81393ea07a5c,ICP605,Recuperação de Informação
f0c3ca68dd9962580f6d8c172147a964b672c95c3bbfb737ed597a057bfe7698,ICP617,Lab Sistemas Informação II
390da5ce188978b4806df56cacaf45519dbb328d178951cc127c0ba5a3d23c7c,ICP236,Lógica
95ea184e6dc29dadc2ff188f7ee5d0e9994fb7716dc559bc09b2b6321c5067a6,ADM616,Fundamentos de Administração
148ee2c00a2b9ff1843079ee0fb3b729de304d215fa3025d83fbb6068034a451,NCG001,Games Inteligentes
6b940d570cade334a5f5488b532871d1b7f7404a01abb8927ceab800a1ee565b,FIWX01,Ativ Acad-científico-culturais
379e9333e21158176f83d252a49047b41f06d819d338331650324557b25a667c,IEE519,Econ da Empresa Transnacional
46e630b0ead8f85489f58644266b7a7909469c6825a83757c2f30efadc138927,IEE614,Mercado de Trabalho
418761ee135e0726678fe9a479091ab1a5f022eb4bb10bce0c90a2754e91f7e1,COP364,Empreendedorismo I
3cf587aee0fc641c824805da19a245a741ba67ea467ec25214f86744a4bd2163,IQG118,Quimica Geral Experimental
32d41435d1ad761e932a9ba35190539afc428d7f2109ba853b354172ac5612f8,EDD636,Educ e Comunicação II (Libras)
d6fbbdac70ec0d076458e9d3353e62962f6be7ad24dcb8c602a7bc9ede73efe7,COS600,Animação e Jogos
0831298d3b11ca1be33275ac19215b8e59f9b154d030b6ee253c756d9d69739b,MAB626,Introdução a Redes
249b4389dee7a642e4b98f428b7aa643e4f8b45303220d56ca6ed1d28e4c7068,ICPX04,Monitoria II
4e62d608627eaa05da90d31ee8e14dfe82b631972801270235d5b4cd591145cc,IGT123,Climatologia Geral
d1d906e099ada78d102cbb363e0fd3cdd9410a7e91e0c1f09ce4fdb5f63239a2,IGT470,Hidrometeorologia
fd1b8eb86d553ca3ee090e18c7877a549b3cfadcb4a15a0fea00352deb6158ed,IGT602,Pratica de Computacao Meteor
56334c5dc88fdaf768107085916c065eb9ae2b6e989297fd955d66c6920d5d2e,IGT603,Elem de Poluição Atmosférica
2f34d22427dab18a31e6c3ca06a6bf1727b0b4cdffb51f9777e10f93f24397d2,IGT607,Variabilidade Climatica
e940a1ccfa4a04e20701b54df428417d6604e89431f800270562aab803d15116,ICP111,Fund Computação Digital
f59ab156bd772e6edbfe42f7411eae8449983a3fd5c2cef1cf33b0002352b9c1,ICP624,Números Inteiros Criptografia
acfbdcbd9b6c228cbfa482b37073084f00d139e40382e30d089b2ad279a385f0,ICP120,Computação I (CC)
f540dbe11da4637e36048c45ec0e632be607fa9387021f742b0ab550affdb070,ICP136,Introd Pensamento Dedutivo
9f3a800b0669166d00aa6fa866a4602cb21c50987eba40bc40d7a84dcaca0db4,CMT003,Oficina Trab Pesquisa I
07ea5c6ecdb7ee1d9a187eb9901bf8f2b552436addebfd536987b6410adbc9eb,CMT004,Oficina Trab Pesquisa II
e5c2a0d8ec1e067bdb0ced5a4f8726bef9af13163f07f48543dd0254c86c0b5d,CMT005,Oficina Trab Pesquisa III
3e8c4a23a4266b718e27b3de5f4c9474d8826e639363a188a4d25aff0d25cf37,BAR101,Geometria Descritiva I
a28087d92deff3494d380b7fe24fec6a02bda08a5f8a87b092038cbeceb83c41,IGG003,Análise Espacial Dados Geográf
2289700bf5b61c22c4f7c5b6469ed734fbffed935465b31cfa5f9f47531f7a73,ICP471,Compiladores I
c1308717bcab0068b3c3a1a627cfc2d040aa711308218feeb078a41c7317e713,ICP101,Introd Análise Suporte Decisão
8a9c25594c3e83b60c43475d9e588e5b889d8febdea292277ab7fa1568ae3f24,ICP232,Programação Linear I
bcdcc140d5ee639565bca4bbd7feb0917a8c5c3b663bdc16cfa5f458f619b415,NCG024,Internet das Coisas
9fe0b6f649cce01fb0e9e6a14450110f2e21ac25659521e013ae63595898ba91,ICP103,Análise de Risco
78e9c957ac45db7c39fdfd6522c2cabab9acdf857d04c2e37cf68a3402bd1001,ICP231,Cálculo Numérico
d4e0e65c028c63ef8271be9228e955ea83a4a588c291cf6d52375d52c79cc84c,ICP519,Informática Aplicada ao Ensino
eecdd6f780cf0368d40d573a0eda7c17652bccf6d83a05805f7be1ca2bd77153,ICP528,Tóp Esp Algoritmos
69561c984bb8e4c9cd30559149d2dc1b919e54ba9d787f9904bc7947bf99e7cb,LEB599,Est da Líng Bras de Sinais I
d5118595326a77eaed71213de9c962bcafdafc28aebef52575e322cc901d1851,ICP508,Inteligência Artificial
b9240dc1a2fa212175f9bd36edf34e6c2d522bdd3ad7572b1212ab2402cbdc10,MAB002,Tóp Esp em Program Paralela
a625e49d9118f37e9426b946c96420d81dfbca4dbafdf26619f20f574e41898b,EEI200,Introducao a Eng de Producao
9cad6f51256a8cd6f3cf88f4bcd9d7dba685960e436a0f2b0e5de9b4a8231877,EEI212,Metodologia de Pesquisa
46efcfd44ab12fb39a41a025efd7841a76500cd222d9bbeba7652eee73c32cf2,EEI201,Probabilidade e Estatistica
1d3b6b446d06daba09a04066ffeb9eb94949c8d04ab10daf0bb8139a08acbd44,EEI325,Engenharia de Metodos
c6d71f4c4dd64aba5277211949c27d6aea0ab487b3c71554612a950006a44106,EEI021,Gerencia de Recursos Humanos
2bb6d34b33b5bf1b23e59911f30466d3926223c79ed889b812836a11fbb9eb08,EET100,Tecnologia e Desenv Social
21e7a81c2dec7069f73a8a6fce4dc592f090d4581c65428dd6ebc6aeb28949b6,MAB225,Computação II Ep
3a32a2a28068cf514cd280743c9bd9840d46c2eaba86a11dbbd504031b74dd59,EEI055,Gerencia de Informacao
a4d5848684981a0e9e50466fdeecf550828a66de1f39c551a302fa53029b8aff,EEI541,Estatistica Aplicada I
45aebbd42b090f16711523c992da0adaaaa4ddae393f1bd50c9d85e89c589739,EEI551,Projeto do Produto
082cef84eee54ff3e48dc4f5bdde297b8220a46cb8a0478fed5f0a1b40851984,EEK345,Eng de Processos Mecanicos
98636d87b51e50fab3d6d536b7158901fb3016aa1a8332de9f9a4bd15041bf37,EEI621,Org e Avaliacao do Trabalho
d7ef0244d963c9a77f413663c970017347893fbb462d09f10ba4d85baad07421,EEI642,Estatistica Aplicada II
009eb66a19d4ff7bebc9735a393ddb3e9823319a80bfb9d6cd3cf4bc11b6b3b5,EEI643,Pesquisa Operacional I
827f04584d774ebc4eaa9dd7dbd746d6718cc62796318498f27b2d5bf0e86a93,EEN344,Mecanica Aplicada as Maquinas
535637d15185e8b51a14096d3907252748b5cb412f6c29fe168cc7d79a78336f,EEW602,Evolucão Ciência e Engenharia
8eefe7c1ff30154a3ca1081031d9218e85209896c3f48996ef17315153698200,OVL231,Laboratório de Astronomia
